timestamp,eye_rub_first_hand_report,eye_rub_first_hand_count,eye_rub_first_hand_durations,|,eye_rub_second_hand_report,eye_rub_second_hand_count,eye_rub_second_hand_durations,|,flicker_report,flicker_count,|,micro_sleep_report,micro_sleep_count,micro_sleep_durations,|,pitch_report,pitch_count,pitch_durations,|,yawn_report,yawn_count,yawn_durations
2025-11-20 23:46:27,False,0,[],|,False,0,[],|,False,0,|,True,2,"['1 micro sleep: 3.0 seconds', '2 micro sleep: 6.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 137.0 seconds remaining.,[]
2025-11-20 23:46:44,False,0,[],|,False,0,[],|,True,12,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-11-20 23:46:51,False,0,[],|,False,0,[],|,False,0,|,True,3,"['1 micro sleep: 3.0 seconds', '2 micro sleep: 6.0 seconds', '3 micro sleep: 18.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 113.0 seconds remaining.,[]
2025-11-20 23:46:57,False,0,[],|,False,0,[],|,False,0,|,True,4,"['1 micro sleep: 3.0 seconds', '2 micro sleep: 6.0 seconds', '3 micro sleep: 18.0 seconds', '4 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 107.0 seconds remaining.,[]
2025-11-20 23:48:25,False,0,[],|,False,0,[],|,True,3,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 19.0 seconds remaining.,[]
2025-11-20 23:48:32,False,0,[],|,False,0,[],|,False,0,|,True,5,"['1 micro sleep: 3.0 seconds', '2 micro sleep: 6.0 seconds', '3 micro sleep: 18.0 seconds', '4 micro sleep: 3.0 seconds', '5 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 12.0 seconds remaining.,[]
2025-11-20 23:48:44,False,0,[],|,False,0,[],|,False,Counting flickers... 41.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-11-20 23:48:51,False,0,[],|,False,0,[],|,False,0,|,True,6,"['1 micro sleep: 3.0 seconds', '2 micro sleep: 6.0 seconds', '3 micro sleep: 18.0 seconds', '4 micro sleep: 3.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 10.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 173.0 seconds remaining.,[]
2025-11-20 23:49:11,False,0,[],|,False,0,[],|,False,Counting flickers... 14.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 5.0 seconds'],|,False,Counting yawns... 153.0 seconds remaining.,[]
2025-11-20 23:49:16,False,0,[],|,False,0,[],|,False,0,|,True,7,"['1 micro sleep: 3.0 seconds', '2 micro sleep: 6.0 seconds', '3 micro sleep: 18.0 seconds', '4 micro sleep: 3.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 10.0 seconds', '7 micro sleep: 4.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 148.0 seconds remaining.,[]
2025-11-20 23:49:24,False,0,[],|,False,0,[],|,True,44,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 139.0 seconds remaining.,[]
2025-11-20 23:49:50,False,0,[],|,False,0,[],|,False,0,|,True,8,"['1 micro sleep: 3.0 seconds', '2 micro sleep: 6.0 seconds', '3 micro sleep: 18.0 seconds', '4 micro sleep: 3.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 10.0 seconds', '7 micro sleep: 4.0 seconds', '8 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 114.0 seconds remaining.,[]
2025-11-20 23:50:10,False,0,[],|,False,0,[],|,False,0,|,True,9,"['1 micro sleep: 3.0 seconds', '2 micro sleep: 6.0 seconds', '3 micro sleep: 18.0 seconds', '4 micro sleep: 3.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 10.0 seconds', '7 micro sleep: 4.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 5.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 93.0 seconds remaining.,[]
2025-11-20 23:50:24,False,0,[],|,False,0,[],|,True,13,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 80.0 seconds remaining.,[]
2025-11-20 23:50:44,True,2,"['1 left eye rub: 2.0 seconds', '2 left eye rub: 2.0 seconds']",|,True,0,[],|,False,Counting flickers... 40.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 60.0 seconds remaining.,[]
2025-11-20 23:51:11,False,0,[],|,False,0,[],|,False,Counting flickers... 14.0 seconds remaining.,|,False,0,[],|,True,2,"['1 pitch: 5.0 seconds', '2 pitch: 11.0 seconds']",|,False,Counting yawns... 33.0 seconds remaining.,[]
2025-11-20 23:51:12,False,0,[],|,False,0,[],|,False,0,|,True,10,"['1 micro sleep: 3.0 seconds', '2 micro sleep: 6.0 seconds', '3 micro sleep: 18.0 seconds', '4 micro sleep: 3.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 10.0 seconds', '7 micro sleep: 4.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 5.0 seconds', '10 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 32.0 seconds remaining.,[]
2025-11-20 23:51:24,False,0,[],|,False,0,[],|,True,28,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 20.0 seconds remaining.,[]
2025-11-21 00:08:06,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 5.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 144.0 seconds remaining.,[]
2025-11-21 00:08:23,False,0,[],|,False,0,[],|,False,0,|,True,2,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 127.0 seconds remaining.,[]
2025-11-21 00:08:29,False,0,[],|,False,0,[],|,True,9,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-11-21 00:09:08,False,0,[],|,False,0,[],|,False,0,|,True,3,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 22.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 82.0 seconds remaining.,[]
2025-11-21 00:09:28,False,0,[],|,False,0,[],|,False,0,|,True,4,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 22.0 seconds', '4 micro sleep: 14.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 61.0 seconds remaining.,[]
2025-11-21 00:09:29,False,0,[],|,False,0,[],|,True,13,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 61.0 seconds remaining.,[]
2025-11-21 00:09:45,False,0,[],|,False,0,[],|,False,0,|,True,5,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 22.0 seconds', '4 micro sleep: 14.0 seconds', '5 micro sleep: 4.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 45.0 seconds remaining.,[]
2025-11-21 00:09:57,False,0,[],|,False,0,[],|,False,0,|,True,6,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 22.0 seconds', '4 micro sleep: 14.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 9.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 32.0 seconds remaining.,[]
2025-11-21 00:10:03,False,0,[],|,False,0,[],|,False,0,|,True,7,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 22.0 seconds', '4 micro sleep: 14.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 9.0 seconds', '7 micro sleep: 4.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 27.0 seconds remaining.,[]
2025-11-21 00:10:20,False,0,[],|,False,0,[],|,False,Counting flickers... 9.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 13.0 seconds'],|,False,Counting yawns... 10.0 seconds remaining.,[]
2025-11-21 00:10:20,False,0,[],|,False,0,[],|,False,0,|,True,8,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 22.0 seconds', '4 micro sleep: 14.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 9.0 seconds', '7 micro sleep: 4.0 seconds', '8 micro sleep: 16.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 10.0 seconds remaining.,[]
2025-11-21 00:10:28,False,0,[],|,False,0,[],|,True,17,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2025-11-21 00:10:29,False,0,[],|,False,0,[],|,False,Counting flickers... 59.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-11-21 00:10:50,False,0,[],|,False,0,[],|,False,0,|,True,9,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 22.0 seconds', '4 micro sleep: 14.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 9.0 seconds', '7 micro sleep: 4.0 seconds', '8 micro sleep: 16.0 seconds', '9 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 159.0 seconds remaining.,[]
2025-11-21 00:10:58,False,0,[],|,False,0,[],|,False,0,|,True,10,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 22.0 seconds', '4 micro sleep: 14.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 9.0 seconds', '7 micro sleep: 4.0 seconds', '8 micro sleep: 16.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 7.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 151.0 seconds remaining.,[]
2025-11-21 00:11:00,False,0,[],|,False,0,[],|,False,Counting flickers... 29.0 seconds remaining.,|,False,0,[],|,True,2,"['1 pitch: 13.0 seconds', '2 pitch: 4.0 seconds']",|,False,Counting yawns... 150.0 seconds remaining.,[]
2025-11-21 00:13:23,True,2,"['1 right eye rub: 2.0 seconds', '2 right eye rub: 12.0 seconds']",|,True,2,"['1 right eye rub: 2.0 seconds', '2 right eye rub: 12.0 seconds']",|,True,18,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 6.0 seconds remaining.,[]
2025-11-21 00:13:29,False,0,[],|,False,0,[],|,False,Counting flickers... 55.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-11-21 00:13:38,False,0,[],|,False,0,[],|,False,0,|,True,11,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 22.0 seconds', '4 micro sleep: 14.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 9.0 seconds', '7 micro sleep: 4.0 seconds', '8 micro sleep: 16.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 7.0 seconds', '11 micro sleep: 14.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 171.0 seconds remaining.,[]
2025-11-21 00:13:45,False,0,[],|,False,0,[],|,False,0,|,True,12,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 22.0 seconds', '4 micro sleep: 14.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 9.0 seconds', '7 micro sleep: 4.0 seconds', '8 micro sleep: 16.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 7.0 seconds', '11 micro sleep: 14.0 seconds', '12 micro sleep: 7.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 164.0 seconds remaining.,[]
2025-11-21 00:13:58,False,0,[],|,False,0,[],|,False,0,|,True,13,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 22.0 seconds', '4 micro sleep: 14.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 9.0 seconds', '7 micro sleep: 4.0 seconds', '8 micro sleep: 16.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 7.0 seconds', '11 micro sleep: 14.0 seconds', '12 micro sleep: 7.0 seconds', '13 micro sleep: 13.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 150.0 seconds remaining.,[]
2025-11-21 00:14:15,False,0,[],|,False,0,[],|,False,0,|,True,14,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 22.0 seconds', '4 micro sleep: 14.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 9.0 seconds', '7 micro sleep: 4.0 seconds', '8 micro sleep: 16.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 7.0 seconds', '11 micro sleep: 14.0 seconds', '12 micro sleep: 7.0 seconds', '13 micro sleep: 13.0 seconds', '14 micro sleep: 16.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 134.0 seconds remaining.,[]
2025-11-21 00:14:17,False,0,[],|,False,0,[],|,False,Counting flickers... 6.0 seconds remaining.,|,False,0,[],|,True,3,"['1 pitch: 13.0 seconds', '2 pitch: 4.0 seconds', '3 pitch: 19.0 seconds']",|,False,Counting yawns... 132.0 seconds remaining.,[]
2025-11-21 00:14:19,False,0,[],|,False,0,[],|,False,0,|,True,15,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 22.0 seconds', '4 micro sleep: 14.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 9.0 seconds', '7 micro sleep: 4.0 seconds', '8 micro sleep: 16.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 7.0 seconds', '11 micro sleep: 14.0 seconds', '12 micro sleep: 7.0 seconds', '13 micro sleep: 13.0 seconds', '14 micro sleep: 16.0 seconds', '15 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 130.0 seconds remaining.,[]
2025-11-21 00:14:23,False,0,[],|,False,0,[],|,True,9,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 126.0 seconds remaining.,[]
2025-11-21 00:14:24,False,0,[],|,False,0,[],|,False,0,|,True,16,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 22.0 seconds', '4 micro sleep: 14.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 9.0 seconds', '7 micro sleep: 4.0 seconds', '8 micro sleep: 16.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 7.0 seconds', '11 micro sleep: 14.0 seconds', '12 micro sleep: 7.0 seconds', '13 micro sleep: 13.0 seconds', '14 micro sleep: 16.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 125.0 seconds remaining.,[]
2025-11-21 00:14:35,False,0,[],|,False,0,[],|,False,0,|,True,17,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 22.0 seconds', '4 micro sleep: 14.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 9.0 seconds', '7 micro sleep: 4.0 seconds', '8 micro sleep: 16.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 7.0 seconds', '11 micro sleep: 14.0 seconds', '12 micro sleep: 7.0 seconds', '13 micro sleep: 13.0 seconds', '14 micro sleep: 16.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 2.0 seconds', '17 micro sleep: 10.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 113.0 seconds remaining.,[]
2025-11-21 00:26:49,True,0,"['1 right eye rub: 2.0 seconds', '2 right eye rub: 12.0 seconds']",|,True,0,"['1 right eye rub: 2.0 seconds', '2 right eye rub: 12.0 seconds']",|,True,5,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-11-21 00:27:04,False,0,[],|,False,0,[],|,False,0,|,True,18,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 22.0 seconds', '4 micro sleep: 14.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 9.0 seconds', '7 micro sleep: 4.0 seconds', '8 micro sleep: 16.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 7.0 seconds', '11 micro sleep: 14.0 seconds', '12 micro sleep: 7.0 seconds', '13 micro sleep: 13.0 seconds', '14 micro sleep: 16.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 2.0 seconds', '17 micro sleep: 10.0 seconds', '18 micro sleep: 6.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 164.0 seconds remaining.,[]
2025-11-21 00:27:10,False,0,[],|,False,0,[],|,False,Counting flickers... 39.0 seconds remaining.,|,False,0,[],|,True,4,"['1 pitch: 13.0 seconds', '2 pitch: 4.0 seconds', '3 pitch: 19.0 seconds', '4 pitch: 3.0 seconds']",|,False,Counting yawns... 159.0 seconds remaining.,[]
2025-11-21 00:27:18,False,0,[],|,False,0,[],|,False,0,|,True,19,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 22.0 seconds', '4 micro sleep: 14.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 9.0 seconds', '7 micro sleep: 4.0 seconds', '8 micro sleep: 16.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 7.0 seconds', '11 micro sleep: 14.0 seconds', '12 micro sleep: 7.0 seconds', '13 micro sleep: 13.0 seconds', '14 micro sleep: 16.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 2.0 seconds', '17 micro sleep: 10.0 seconds', '18 micro sleep: 6.0 seconds', '19 micro sleep: 11.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 151.0 seconds remaining.,[]
2025-11-21 00:27:20,False,0,[],|,False,0,[],|,False,0,|,True,20,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 22.0 seconds', '4 micro sleep: 14.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 9.0 seconds', '7 micro sleep: 4.0 seconds', '8 micro sleep: 16.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 7.0 seconds', '11 micro sleep: 14.0 seconds', '12 micro sleep: 7.0 seconds', '13 micro sleep: 13.0 seconds', '14 micro sleep: 16.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 2.0 seconds', '17 micro sleep: 10.0 seconds', '18 micro sleep: 6.0 seconds', '19 micro sleep: 11.0 seconds', '20 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 149.0 seconds remaining.,[]
2025-11-21 00:27:33,False,0,[],|,False,0,[],|,False,0,|,True,21,"['1 micro sleep: 5.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 22.0 seconds', '4 micro sleep: 14.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 9.0 seconds', '7 micro sleep: 4.0 seconds', '8 micro sleep: 16.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 7.0 seconds', '11 micro sleep: 14.0 seconds', '12 micro sleep: 7.0 seconds', '13 micro sleep: 13.0 seconds', '14 micro sleep: 16.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 2.0 seconds', '17 micro sleep: 10.0 seconds', '18 micro sleep: 6.0 seconds', '19 micro sleep: 11.0 seconds', '20 micro sleep: 2.0 seconds', '21 micro sleep: 5.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 136.0 seconds remaining.,[]
2025-11-21 00:27:48,False,0,[],|,False,0,[],|,True,14,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-11-21 00:32:35,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 7.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 145.0 seconds remaining.,[]
2025-11-21 00:32:44,False,0,[],|,False,0,[],|,False,0,|,True,2,"['1 micro sleep: 7.0 seconds', '2 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 136.0 seconds remaining.,[]
2025-11-21 00:35:12,False,0,[],|,False,0,[],|,True,15,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-11-21 00:35:40,False,0,[],|,False,0,[],|,False,0,|,True,3,"['1 micro sleep: 7.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 152.0 seconds remaining.,[]
2025-11-21 00:36:11,False,0,[],|,False,0,[],|,False,Counting flickers... 1.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 10.0 seconds'],|,False,Counting yawns... 121.0 seconds remaining.,[]
2025-11-21 00:36:12,False,0,[],|,False,0,[],|,True,16,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-11-21 00:36:18,False,0,[],|,False,0,[],|,False,0,|,True,4,"['1 micro sleep: 7.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 114.0 seconds remaining.,[]
2025-11-21 00:36:59,True,0,[],|,True,0,[],|,False,Counting flickers... 12.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 73.0 seconds remaining.,[]
2025-11-21 00:37:07,False,0,[],|,False,0,[],|,False,0,|,True,5,"['1 micro sleep: 7.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 6.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 66.0 seconds remaining.,[]
2025-11-21 00:37:15,False,0,[],|,False,0,[],|,True,13,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 57.0 seconds remaining.,[]
2025-11-21 00:37:21,False,0,[],|,False,0,[],|,False,0,|,True,7,"['1 micro sleep: 7.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 6.0 seconds', '6 micro sleep: 6.0 seconds', '7 micro sleep: 5.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 51.0 seconds remaining.,[]
2025-11-21 00:37:24,False,0,[],|,False,0,[],|,False,0,|,True,8,"['1 micro sleep: 7.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 6.0 seconds', '6 micro sleep: 6.0 seconds', '7 micro sleep: 5.0 seconds', '8 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 48.0 seconds remaining.,[]
2025-11-21 00:37:31,False,0,[],|,False,0,[],|,False,0,|,True,9,"['1 micro sleep: 7.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 6.0 seconds', '6 micro sleep: 6.0 seconds', '7 micro sleep: 5.0 seconds', '8 micro sleep: 3.0 seconds', '9 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 41.0 seconds remaining.,[]
2025-11-21 00:37:38,False,0,[],|,False,0,[],|,False,Counting flickers... 37.0 seconds remaining.,|,False,0,[],|,True,2,"['1 pitch: 10.0 seconds', '2 pitch: 84.0 seconds']",|,False,Counting yawns... 34.0 seconds remaining.,[]
2025-11-21 00:38:13,False,0,[],|,False,0,[],|,False,Counting flickers... 2.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-11-21 00:38:16,False,0,[],|,False,0,[],|,True,7,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 177.0 seconds remaining.,[]
2025-11-21 00:39:05,False,0,[],|,False,0,[],|,False,0,|,True,10,"['1 micro sleep: 7.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 6.0 seconds', '6 micro sleep: 6.0 seconds', '7 micro sleep: 5.0 seconds', '8 micro sleep: 3.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 19.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 128.0 seconds remaining.,[]
2025-11-21 00:39:15,False,0,[],|,False,0,[],|,True,6,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 118.0 seconds remaining.,[]
2025-11-21 00:39:18,False,0,[],|,False,0,[],|,False,Counting flickers... 57.0 seconds remaining.,|,False,0,[],|,True,3,"['1 pitch: 10.0 seconds', '2 pitch: 84.0 seconds', '3 pitch: 94.0 seconds']",|,False,Counting yawns... 115.0 seconds remaining.,[]
2025-11-21 00:39:56,False,0,[],|,False,0,[],|,False,0,|,True,11,"['1 micro sleep: 7.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 6.0 seconds', '6 micro sleep: 6.0 seconds', '7 micro sleep: 5.0 seconds', '8 micro sleep: 3.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 19.0 seconds', '11 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 77.0 seconds remaining.,[]
2025-11-21 00:40:14,False,0,[],|,False,0,[],|,False,0,|,True,12,"['1 micro sleep: 7.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 6.0 seconds', '6 micro sleep: 6.0 seconds', '7 micro sleep: 5.0 seconds', '8 micro sleep: 3.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 19.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 59.0 seconds remaining.,[]
2025-11-21 00:40:15,False,0,[],|,False,0,[],|,True,22,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 58.0 seconds remaining.,[]
2025-11-21 00:40:17,False,0,[],|,False,0,[],|,False,0,|,True,13,"['1 micro sleep: 7.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 6.0 seconds', '6 micro sleep: 6.0 seconds', '7 micro sleep: 5.0 seconds', '8 micro sleep: 3.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 19.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 3.0 seconds', '13 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 56.0 seconds remaining.,[]
2025-11-21 00:40:48,False,0,[],|,False,0,[],|,False,0,|,True,14,"['1 micro sleep: 7.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 6.0 seconds', '6 micro sleep: 6.0 seconds', '7 micro sleep: 5.0 seconds', '8 micro sleep: 3.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 19.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 3.0 seconds', '13 micro sleep: 2.0 seconds', '14 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 25.0 seconds remaining.,[]
